"impacto","circuito","servicio","motivo","solicita","numeroinstalacion","municipio","nombreresponsable","fecha_y_hora_esperada","inicio","fin","horas","estado","fecharegistro","barrio","nombrecontratista","tipoaviso"
Bajo,Itagüí,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"207",Itagüí,FABER ESTEBAN GIL ACOSTA,2023-02-08 02:00:00.000,2023-02-08 21:00:00.000,2023-02-09 02:00:00.000,5.0,ABIERTA,2023-01-26,Playa rica y satexco,"Contratista CONSORCIO REDES 2020. 
Auxiliar: CARLOS MARIO TABORDA MONTES- 3022447926.",Volantes
Alto,Los Parras,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"2074",Medellín,Juan David Muñoz Urrea,2023-02-07 05:00:00.000,2023-02-07 20:00:00.000,2023-02-08 05:00:00.000,9.0,ABIERTA,2023-01-25,"El Poblado, La Florida, La Linde, las Lomas # 1, Parque Lleras.",Contratista Consorcio CyC.,IVR
Bajo,La Esperanza,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","211",Envigado,Juan David Muñoz Urrea,2023-02-22 12:00:00.000,2023-02-22 08:00:00.000,2023-02-22 12:00:00.000,4.0,ABIERTA,2023-01-20,"Las Palmas, Aldea de Palma Verde, Aldea de las Palmas, Parcelación El Arrayan",Contratista: Ingeniería Total Ltda.,Volantes
Bajo,La Esperanza,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","211",Envigado,Jorge Humberto Marin Posada,2023-08-16 12:00:00.000,2023-08-16 08:00:00.000,2023-08-16 12:00:00.000,4.0,ABIERTA,2023-08-08,Municipio Envigado: Las Palmas.,Ingeniería Total Ltda.,Volantes
ALTO,Las Hamacas,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos","2121",Medellín,Jorge Andrés Lora Hoyos,2022-11-29 04:00:00.000,2022-11-29 16:00:00.000,2022-11-30 04:00:00.000,12.0,ABIERTA,2022-11-15,Monteclaro (San Cristóbal); Pajarito (San Cristóbal); Nazareth (San Cristóbal),Contratista Redyco SAS.,IVR
Medio,Las Brisas,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","2134",Medellín,Jorge Andrés Lora Hoyos,2023-06-29 03:00:00.000,2023-06-28 20:00:00.000,2023-06-29 03:00:00.000,7.0,ABIERTA,2023-05-25,Distrito Medellín: Altos Del Poblado; La Asomadera No. 3; El Tesoro.,Ingeniería Total Ltda.,IVR
Medio,Palenque,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"2141",Medellín,FABER ESTEBAN GIL ACOSTA,2023-02-07 17:00:00.000,2023-02-07 13:00:00.000,2023-02-07 17:00:00.000,4.0,ABIERTA,2023-01-12,"Calasanz Parte Alta, Santa Rosa de Lima",Contratista CONDUGAS.,IVR
Alto,Palenque,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","21584",Medellín,Juan David Muñoz Urrea,2022-12-06 04:00:00.000,2022-12-06 20:00:00.000,2022-12-07 04:00:00.000,8.0,ABIERTA,2022-11-25,"Alfonso Lopez, Altamira, Bello Horiente, Blanquizal, Bosques de San Pablo, Calasanz, Calasanz Parte Alta, Cordoba, Cucaracho, El Diamante, El Pesebre,  Facultad de Minas U. Nacional,  Ferrini, Kennedy, La Floresta, La Pilarica, Lo",Ingeniería Total Ltda.,IVR + Plan medios
Medio,Las Hamacas,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","2167",Medellín,Jorge Andrés Lora Hoyos,2023-04-18 03:00:00.000,2023-04-18 21:00:00.000,2023-04-19 03:00:00.000,6.0,ABIERTA,2023-03-24,Municipio de Medellín: Monteclaro (San Cristóbal); Pajarito (San Cristóbal); Nazareth (San Cristóbal),Contratista: Ingeniería Total Ltda.,IVR
Bajo,Campestre,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"218",Medellín,Juan David Muñoz Urrea,2023-03-22 02:00:00.000,2023-03-22 22:00:00.000,2023-03-23 02:00:00.000,4.0,ABIERTA,2023-03-10,Campo Amor,Contratista Sanear sas.,Volantes
Bajo,Campestre,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"218",Medellín,Juan David Muñoz Urrea,2023-04-04 02:00:00.000,2023-04-04 22:00:00.000,2023-04-05 02:00:00.000,4.0,ABIERTA,2023-03-28,Campo Amor,Sanear SAS.,Volantes
Bajo,Campestre,Agua,Modernización,Unidad Desarrollo Intervenciones de Inversión,"218",Medellín,Jorge Andrés Lora Hoyos,2023-05-17 05:00:00.000,2023-05-17 19:00:00.000,2023-05-18 05:00:00.000,10.0,ABIERTA,2023-05-08,Distrito Medellín: Campo Amor,Sanear SAS.,Volantes
Bajo,Palmitas,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","219",Medellín,Jorge Andrés Lora Hoyos,2023-07-26 15:00:00.000,2023-07-26 10:00:00.000,2023-07-26 15:00:00.000,5.0,ABIERTA,2023-06-25,Distrito Medellín: Corregimiento Palmitas,Ingeniería Total Ltda.,IVR
Bajo,Los Parras,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"221",Medellín,John Fredy Pulgarín Cardona,2022-12-13 01:00:00.000,2022-12-13 19:00:00.000,2022-12-14 01:00:00.000,6.0,ABIERTA,2022-12-05,Alejandría,Contratista: Consorcio Los Parra 2021.,Volantes
Alto,El Dorado,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","22385",Envigado,Jorge Humberto Marin Posada,2023-01-24 04:00:00.000,2023-01-24 20:00:00.000,2023-01-25 04:00:00.000,8.0,ABIERTA,2023-01-16,Las Casitas; Primavera (Envigado); Milan Vallejuelos; La Paz; El Dorado (Envigado); Alcala (Envigado); Obrero; Zona Centro; El Trianon; Loma Del Barro; Pontevedra; San Marcos; La Magnolia; Bucarest,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Alto,Palenque,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","22457",Medellín,Jorge Andrés Lora Hoyos,2023-06-16 04:00:00.000,2023-06-15 20:00:00.000,2023-06-16 04:00:00.000,8.0,ABIERTA,2023-05-25,Distrito Medellín:  Alfonso Lopez; Córdoba; Altamira; Lopez De Mesa; Bosques De San Pablo; Cementerio Universal; Robledo; Palenque; Facultad De Minas Univ. Nacional; Santa Rosa De Lima; Ferrini; Calasanz Parte Alta; El Pesebre; Fu,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Nutibara,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"225",Medellín,Juan David Muñoz Urrea,2023-09-20 23:30:00.000,2023-09-20 19:30:00.000,2023-09-20 23:30:00.000,4.0,ABIERTA,2023-09-07,Florida Nueva,Condugas.,Volantes
Alto,Castilla-Bello,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2","22549",Medellín,Juan David Muñoz Urrea,2023-01-25 05:00:00.000,2023-01-25 19:00:00.000,2023-01-26 05:00:00.000,10.0,ABIERTA,2023-01-11,"Altavista, Boyacá, El Carmelo, Espiritu Santo, Florencia, Girardot, Gran Avenida, Hato Viejo, Héctor Abad Gómez, La Cabañita, Cabañas, La Florida, La Madera, Las Brisas, Montañita Abajo, Nazaret, Plaza de Ferias, Porvenir, Rosario",Contratista Consorcio REPA.,IVR + Plan medios
Alto,Belencito,Agua,Daño,Unidad Mantenimiento Redes Secundarias Acueducto,"22700",Medellín,John Fredy Pulgarín Cardona,2023-01-04 03:00:00.000,2023-01-04 22:00:00.000,2023-01-05 03:00:00.000,5.0,ABIERTA,2022-12-27,Santa Rosa De Lima; Juan XXIII - La Quiebra; Calasanz Parte Alta; Nuevos Conquistadores; El Salado (Medellín); Campo Alegre; Santa Monica; Betania; Las Independencias; Belencito; Antonio Nariño; El Socorro; La Pradera (Medellín); ,Contratista FM INGENIERIA SA.,IVR + Plan medios
Bajo,Altavista Sur,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"228",Medellín,Juan David Muñoz Urrea,2023-03-28 17:00:00.000,2023-03-28 14:00:00.000,2023-03-28 17:00:00.000,3.0,ABIERTA,2023-03-15,San Bernardo,Contratista Consorcio Redes 2020.,Volantes
Bajo,Altavista Sur,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"228",Medellín,Juan David Muñoz Urrea,2023-04-28 17:00:00.000,2023-04-28 14:00:00.000,2023-04-28 17:00:00.000,3.0,ABIERTA,2023-04-14,La Gloria,Consorcio Redes 2020.,Volantes
Alto,El Dorado,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"22837",Envigado,Juan David Muñoz Urrea,2023-09-11 02:00:00.000,2023-09-10 06:00:00.000,2023-09-11 02:00:00.000,20.0,ABIERTA,2023-08-11,"Alcala, Bucarest, El Dorado, El Portal, El Trianon, La Magnolia, La Paz, Las Casitas, Las Vegas, Loma del Barro, Los Naranjos, Mesa, Milan Vallejuelos,  Obrero, Pontevedra, Primavera, San Marcos, Zona Centro.",Contratista Consorcio CYC GAAL. Auxiliar: Carlos Mario Taborda 302 2447926,IVR + Plan medios
Bajo,Encenillos,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","233",Envigado,Juan David Muñoz Urrea,2023-02-23 12:00:00.000,2023-02-23 08:00:00.000,2023-02-23 12:00:00.000,4.0,ABIERTA,2023-01-20,Las Palmas,Contratista: Ingeniería Total Ltda.,Volantes
Bajo,Encenillos,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","233",Envigado,Jorge Humberto Marin Posada,2023-08-17 12:00:00.000,2023-08-17 08:00:00.000,2023-08-17 12:00:00.000,4.0,ABIERTA,2023-08-08,Municipio Envigado: Las Palmas.,Ingeniería Total Ltda.,Volantes
Alto,El Rodeo,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","23467",Medellín,Jorge Humberto Marin Posada,2023-04-12 04:00:00.000,2023-04-12 22:00:00.000,2023-04-13 04:00:00.000,6.0,ABIERTA,2023-03-28,"Municipio Itagüí: Colinas Del Sur; Santa Maria 3.
Municipio Medellín: El Rincón; La Mota; La Colina; La Hondonada; Diego Echavarría; La Loma De Los Bernal; Parque Juan Pablo II.",Contratista: Ingeniería Total Ltda,IVR + Plan medios
Alto,El Rodeo,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"23467",Medellín,Jorge Humberto Marin Posada,2023-05-21 02:00:00.000,2023-05-21 08:00:00.000,2023-05-22 02:00:00.000,18.0,ABIERTA,2023-05-11,"Municipio Itagüí: Colinas Del Sur; Santa Maria 3.
Distrito Medellín: El Rincón; La Mota; La Colina; La Hondonada; Diego Echavarría; La Loma De Los Bernal; Parque Juan Pablo II.",Redyco S.A.S.,IVR + Plan medios
Alto,Porvenir,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 4","24448",Medellín,Jorge Humberto Marin Posada,2023-03-30 04:00:00.000,2023-03-30 19:00:00.000,2023-03-31 04:00:00.000,9.0,ABIERTA,2023-03-22,Municipio Medellín: Aures No. 1; Fuente Clara; Robledo; Cucaracho; Palenque; Villa Flora; El Diamante; Bello Horizonte; Santa Margarita; Olaya Herrera; Santa Rosa De Lima; Blanquizal.,Contratista: PAECIA.,IVR + Plan medios
Alto,Porvenir,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 4","24448",Medellín,Jorge Humberto Marin Posada,2023-05-25 17:00:00.000,2023-05-25 20:00:00.000,2023-05-26 17:00:00.000,21.0,ABIERTA,2023-05-16,Distrito Medellín: Aures No. 1; Fuente Clara; Robledo; Cucaracho; Palenque; Villa Flora; El Diamante; Bello Horizonte; Santa Margarita; Olaya Herrera; Santa Rosa De Lima; Blanquizal.,Contratista: PAECIA.,IVR + Plan medios
Alto,Piñuela,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","24846",Medellín,Jorge Humberto Marin Posada,2023-04-11 04:00:00.000,2023-04-11 22:00:00.000,2023-04-12 04:00:00.000,6.0,ABIERTA,2023-03-28,Municipio Medellín: Brasilia; San Isidro; Palermo; La Rosa; Miranda; Aranjuez; Bermejal - Los Alamos; La Piñuela; Moravia.,Contratista: Ingeniería Total Ltda,IVR + Plan medios
Alto,Piñuela,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","24846",Medellín,Jorge Humberto Marin Posada,2023-09-22 04:00:00.000,2023-09-21 22:00:00.000,2023-09-22 04:00:00.000,6.0,ABIERTA,2023-09-11,Distrito Medellín: Brasilia; San Isidro; Palermo; La Rosa; Miranda; Aranjuez; Bermejal - Los Alamos; La Piñuela; Moravia.,Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Nutibara,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"25",Medellín,FABER ESTEBAN GIL ACOSTA,2023-03-08 03:00:00.000,2023-03-08 23:00:00.000,2023-03-09 03:00:00.000,4.0,ABIERTA,2023-02-27,Colon,Contratista CONSORICIO CYC.,Volantes
Bajo,Picacho,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"250",Medellín,Oscar Restrepo Gallego,2023-07-25 18:00:00.000,2023-07-25 14:00:00.000,2023-07-25 18:00:00.000,4.0,ABIERTA,2023-06-27,La Esperanza,UT REDES AC SMA,Volantes
Medio,América,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"2509",Medellín,Juan David Muñoz Urrea,2023-02-08 17:00:00.000,2023-02-08 14:00:00.000,2023-02-08 17:00:00.000,3.0,ABIERTA,2023-01-23,"El Nogal, Los Almendros, Las Acacias, Miravalle.",Contratista Consorcio Redes 2020. Auxiliar: Carlos Ernesto Franco - 302 2447903.,IVR
Bajo,Cucaracho,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2","253",Medellín,Jorge Andrés Lora Hoyos,2023-06-29 18:30:00.000,2023-06-29 13:00:00.000,2023-06-29 18:30:00.000,5.5,ABIERTA,2023-06-20,"Distrito de Medellín: Olaya Herrera, Santa Margarita",Montajes & Construcciones Fermar SAS.,Volantes
Alto,Llanaditas,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"2536",Medellín,Oscar Restrepo Gallego,2023-07-19 05:00:00.000,2023-07-18 17:00:00.000,2023-07-19 05:00:00.000,12.0,ABIERTA,2023-07-18,"Distrito Medellín: La Ladera, Llanaditas, Los Mangos",Contratista:Proing S.A.,IVR
Alto,Castilla-Bello,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","26069",Medellín,Jorge Humberto Marin Posada,2023-06-11 04:00:00.000,2023-06-11 20:00:00.000,2023-06-12 04:00:00.000,8.0,ABIERTA,2023-05-29,Municipio Bello: La Cabañita; Zona Industrial 1; San Jose Obrero; Gran Avenida; La Cabaña; La Florida; La Madera; Zona Industrial 2; Villa De Occidente; El Carmelo; El Porvenir; Altavista; El Rosario; Santana; Serramonte; Espíritu,Ingeniería Total Ltda.,IVR + Plan medios
Alto,Picacho,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"2641",Medellín,FABER ESTEBAN GIL ACOSTA,2023-02-02 05:00:00.000,2023-02-02 19:00:00.000,2023-02-03 05:00:00.000,10.0,ABIERTA,2023-01-19,"Doce de Octubre No.1 y 2, Picacho, San Martín de Porres",Contratista UT REDES AC SMA.,IVR
Bajo,Aures 2,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","267",Medellín,Jorge Humberto Marin Posada,2023-04-24 11:00:00.000,2023-04-24 08:00:00.000,2023-04-24 11:00:00.000,3.0,ABIERTA,2023-04-17,Aures No. 2.,Ingeniería Total Ltda.,IVR
Bajo,Aures 2,Agua,Mantenimiento,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","267",Medellín,Jorge Humberto Marin Posada,2023-07-19 18:00:00.000,2023-07-19 13:00:00.000,2023-07-19 18:00:00.000,5.0,ABIERTA,2023-07-10,Distrito Medellín: Aures No. 2.,Unidad Desarrollo de Intervenciones de Inversión.,Volantes
Bajo,Nutibara,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"27",Medellín,Juan David Muñoz Urrea,2023-06-09 18:00:00.000,2023-06-09 13:00:00.000,2023-06-09 18:00:00.000,5.0,ABIERTA,2023-05-29,Santa Fe,FM Ingeniería.,Volantes
Bajo,Centro,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"271",Rionegro,John Fredy Pulgarín Cardona,2023-01-18 18:00:00.000,2023-01-18 13:00:00.000,2023-01-18 18:00:00.000,5.0,ABIERTA,2023-01-09,El Porvenir,CONTRATISTA: CONSORCIO C&G JEISSON RAMIREZ.,Volantes
Alto,Abreo,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","2730",Rionegro,Jorge Andrés Lora Hoyos,2023-03-07 05:00:00.000,2023-03-07 20:00:00.000,2023-03-08 05:00:00.000,9.0,ABIERTA,2023-02-21,"Abreo, Abreito, Fontibón",Contratista: Ingeniería Total Ltda.,IVR
Alto,Abreo,Agua,Mantenimiento,Unidad Operación Integrada Transmisión y Distribución Energia,"2730",Rionegro,Jorge Andrés Lora Hoyos,2023-05-03 18:00:00.000,2023-05-03 08:00:00.000,2023-05-03 18:00:00.000,10.0,ABIERTA,2023-04-19,Municipio Rionegro: Abreo; Abreito; Fontibón.,Energia.,IVR
Alto,Abreo-Abreo,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","2730",Rionegro,Jorge Humberto Marin Posada,2023-09-01 05:00:00.000,2023-08-31 21:00:00.000,2023-09-01 05:00:00.000,8.0,ABIERTA,2023-08-22,Municipio Rionegro: Abreo; Abreito; Fontibón.,Contratista: Ingeniería Total Ltda.,IVR
Medio,La Pastora,Agua,Programado,Unidad Vinculación y Desarrollos Urbanísticos Provisión Agua,"2749",Medellín,FABER ESTEBAN GIL ACOSTA,2022-11-15 14:00:00.000,2022-11-15 08:00:00.000,2022-11-15 14:00:00.000,6.0,ABIERTA,2022-11-08,BARRIOS DE JESÚS,Jorge Ivan Guingue D.,IVR
Bajo,Pedregal,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2","276",Medellín,Juan David Muñoz Urrea,2023-02-07 18:00:00.000,2023-02-07 12:00:00.000,2023-02-07 18:00:00.000,6.0,ABIERTA,2023-01-31,Boyacá,Contratista Consorcio REPA.,Volantes
Bajo,Altos De Niquia,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"281",Bello,FABER ESTEBAN GIL ACOSTA,2023-03-07 18:00:00.000,2023-03-07 13:00:00.000,2023-03-07 18:00:00.000,5.0,ABIERTA,2023-02-22,El Mirador,Contratista CONDUGAS.,Volantes
Alto,Belencito,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"28271",Medellín,Jorge Humberto Marin Posada,2023-05-21 04:00:00.000,2023-05-21 12:00:00.000,2023-05-22 04:00:00.000,16.0,ABIERTA,2023-05-11,Distrito Medellín:  Santa Rosa De Lima; Juan XXIII - La Quiebra; Calasanz Parte Alta; Nuevos Conquistadores; El Salado; Campo Alegre; Santa Monica; Betania; Las Independencias; Belencito; Antonio Nariño; El Socorro; La Pradera; Sa,Redyco S.A.S.,IVR + Plan medios
Medio,La Honda,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","2889",Medellín,Jorge Andrés Lora Hoyos,2023-04-19 16:00:00.000,2023-04-19 10:00:00.000,2023-04-19 16:00:00.000,6.0,ABIERTA,2023-03-24,Municipio Medellín: Bello Oriente; La Cruz; La Honda; Versalles II.,Contratista: Ingeniería Total Ltda.,IVR
Alto,Altavista Sur,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"29241",Medellín,Jorge Humberto Marin Posada,2023-05-21 04:00:00.000,2023-05-21 10:00:00.000,2023-05-22 04:00:00.000,18.0,ABIERTA,2023-05-11,Distrito Medellín: La Loma De Los Bernal; Granada; Altavista; La Gloria; San Bernardo; La Palma; Las Playas; Diego Echavarría; Belén; El Rincón.,Redyco S.A.S.,IVR + Plan medios
Alto,Altavista Sur,Agua,Modernización,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","29241",Medellín,Jorge Andrés Lora Hoyos,2023-08-21 08:00:00.000,2023-08-20 20:00:00.000,2023-08-21 08:00:00.000,12.0,ABIERTA,2023-08-03,Distrito Medellín: La Loma De Los Bernal; Granada; Altavista; La Gloria; San Bernardo; La Palma; Las Playas; Diego Echavarría; Belén; El Rincón.,Recurso Propio y Contratista Consorcio CyC.,IVR + Plan medios
Medio,Pan de Azúcar,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","2925",Sabaneta,Jorge Andrés Lora Hoyos,2023-06-14 02:00:00.000,2023-06-13 20:00:00.000,2023-06-14 02:00:00.000,6.0,ABIERTA,2023-05-25,"Municipio de Sabaneta: Cañaveralejo, Pan de Azucar
Municipio de Caldas: Pueblo Viejo",Contratista: Ingeniería Total Ltda.,IVR
Medio,Santa Catalina,Agua,Modernización,Unidad Vinculación y Desarrollos Urbanísticos Provisión Aguas,"2927",Medellín,Juan David Muñoz Urrea,2023-03-16 03:00:00.000,2023-03-16 20:00:00.000,2023-03-17 03:00:00.000,7.0,ABIERTA,2023-03-09,"Santa Lucía, San Antonio de Prado",María Victoria Gómez.,IVR
Medio,Santa Catalina,Agua,Programado,Unidad Vinculación y Desarrollos Urbanísticos Provisión Aguas,"2927",Medellín,Juan David Muñoz Urrea,2023-03-16 03:00:00.000,2023-03-16 20:00:00.000,2023-03-17 03:00:00.000,7.0,,,"Santa Lucía, San Antonio de Prado",María Victoria Gómez.,IVR
Bajo,San Esteban,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","293",Girardota,Jorge Andrés Lora Hoyos,2023-06-01 04:00:00.000,2023-06-01 21:00:00.000,2023-06-02 04:00:00.000,7.0,ABIERTA,2023-04-25,Municipio Girardota: El Paraíso; Loma De Los Ochoa; Portachuelo; San Esteban; San Antonio; San Andrés.,Contratista: Ingeniería Total Ltda.,Volantes
Bajo,San Esteban,Agua,Mantenimiento,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","3",Barbosa,Jorge Andrés Lora Hoyos,2023-03-13 13:00:00.000,2023-03-13 09:00:00.000,2023-03-13 13:00:00.000,4.0,ABIERTA,2023-03-01,Filo Verde,Recurso Propio.,Volantes
Bajo,Nutibara,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"3",Medellín,FABER ESTEBAN GIL ACOSTA,2023-02-09 05:00:00.000,2023-02-09 19:00:00.000,2023-02-10 05:00:00.000,10.0,ABIERTA,2023-02-01,Naranjal,Contratista SANEAR S.A.,Volantes
Bajo,Porvenir A,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"301",Rionegro,Juan David Muñoz Urrea,2023-03-22 17:00:00.000,2023-03-22 13:00:00.000,2023-03-22 17:00:00.000,4.0,ABIERTA,2023-03-14,El Porvenir,Contratista Consorcio C&G.,Volantes
Bajo,Pedregal,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"302",Medellín,Juan David Muñoz Urrea,2022-12-05 16:00:00.000,2022-12-05 14:00:00.000,2022-12-05 16:00:00.000,2.0,ABIERTA,2022-11-28,Pedregal,UT Redes AC SMA.,Volantes
Alto,Las Hamacas,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 4","3037",Medellín,Jorge Andrés Lora Hoyos,2023-02-22 20:00:00.000,2023-02-22 07:00:00.000,2023-02-22 20:00:00.000,13.0,ABIERTA,2023-01-16,Monteclaro (San Cristóbal); Pajarito (San Cristóbal); Nazareth (San Cristóbal),Redyco.,IVR
Alto,Volador,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","30923",Medellín,Juan David Muñoz Urrea,2023-01-11 04:00:00.000,2023-01-11 21:00:00.000,2023-01-12 04:00:00.000,7.0,ABIERTA,2022-12-29,"Alfonso López, Altamira, Barrio Cerro el Volador, Batallón Cuarta Brigada, Boaques de San Pablo, Calasanz, Calasanz Parte Alta, Caribe, Carlos E. Restrepo, Cementerio Universal, Córdoba, Cuarta Brigada, Cucaracho, Ecoparque Cerro ",Ingeniería Total Ltda.,IVR + Plan medios
Alto,Miraflores,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"3096",Medellín,FABER ESTEBAN GIL ACOSTA,2022-11-25 17:00:00.000,2022-11-25 07:00:00.000,2022-11-25 17:00:00.000,10.0,ABIERTA,2022-11-16,"Miraflores, Alejandro Echavarría, Bomboná No.2, Los Cerros El Vergel, Barrios De Jesús",Contratista SANEAR S.A.,IVR
Bajo,Altavista Sur,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"312",Medellín,Juan David Muñoz Urrea,2023-03-29 17:00:00.000,2023-03-29 14:00:00.000,2023-03-29 17:00:00.000,3.0,ABIERTA,2023-03-17,San Bernardo,Contratista Consorcio Redes 2020.,Volantes
Medio,El Totumo,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","3128",Girardota,Jorge Humberto Marin Posada,2022-11-24 03:00:00.000,2022-11-24 22:00:00.000,2022-11-25 03:00:00.000,5.0,ABIERTA,2022-11-16,Girardota (El Totumo),Contratista: Ingeniería Total Ltda.,IVR
Alto,Ayurá,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"3134",Envigado,Juan David Muñoz Urrea,2023-08-25 05:00:00.000,2023-08-24 12:00:00.000,2023-08-25 05:00:00.000,17.0,ABIERTA,2023-08-02,"La Inmaculada, La Pradera, a Sebastiana, Uribe Angel",Contratista Consorcio CYC.,IVR
Alto,Picacho,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"3137",Medellín,FABER ESTEBAN GIL ACOSTA,2023-03-02 07:00:00.000,2023-03-02 19:00:00.000,2023-03-03 07:00:00.000,12.0,ABIERTA,2023-02-20,"San Martin De Porres, Doce De Octubre No. 1, Doce De Octubre No. 2, Picacho",Contratista UT REDES AC SMA.,IVR
Bajo,Las Brisas,Agua,Modernización,Unidad Vinculación y Desarrollos Urbanísticos Provisión Aguas,"314",Medellín,FABER ESTEBAN GIL ACOSTA,2023-03-15 18:00:00.000,2023-03-15 14:00:00.000,2023-03-15 18:00:00.000,4.0,ABIERTA,2023-02-09,Altos del poblado,Urbanizador - Fabian Carvajal.,Volantes
Bajo,Las Brisas,Agua,Programado,Unidad Vinculación y Desarrollos Urbanísticos Provisión Aguas,"314",Medellín,FABER ESTEBAN GIL ACOSTA,2023-03-15 18:00:00.000,2023-03-15 14:00:00.000,2023-03-15 18:00:00.000,4.0,ABIERTA,2023-02-21,Altos del poblado,Urbanizador - Fabian Carvajal .,Volantes
Bajo,Pinos,Agua,Vinculación,Unidad Vinculación y Desarrollos Urbanísticos Aguas,"316",Envigado,Jorge Andrés Lora Hoyos,2023-06-06 15:00:00.000,2023-06-06 08:00:00.000,2023-06-06 15:00:00.000,7.0,ABIERTA,2023-05-05,Municipio de Envigado: Las Palmas y Pantanillo.,"Franklin Hernandez. Auxiliar: Jose Oliverio Giraldo Gomez, celular: 3014303514",Volantes
